"","resid_Place","resid_identity","pid7","PARTY","FT_DemParty","FT_RepParty","FT_Biden_pre","FT_Trump_pre","FT_Biden_post","FT_Trump_post","FT_Fauci","FT_fundamentalist","FT_Feminists","FT_Liberals","FT_laborUnions","FT_bigBusiness","FT_conservatives","FT_SCOTUS","FT_gaymen","FT_Congress","FT_Muslims","FT_Christians","FT_Jewish","FT_police","FT_Transpeople","FT_Scientist","FT_BLM","FT_journalists","FT_Socialist","FT_capitalist","FT_rural","FT_WHO","FT_CDC","ideo7","gender","race","educ","income","age","Voted_2020"
"1970","Suburb","Suburb Person",1,"Democrat",85,15,100,0,100,0,100,50,85,50,85,70,50,100,50,50,100,100,100,100,0,100,100,70,NA,NA,NA,NA,100,NA,"Female","White","Bachelor's Degree",14,68,1
"1971","Small Town","Small Town Person",6,"Republican",30,75,15,74,0,70,0,100,40,40,60,60,80,30,40,20,30,100,65,100,40,60,40,70,0,0,100,30,40,6,"Female","White","Some College",3,33,1
"1972","Suburb","Suburb Person",2,"Democrat",100,60,80,15,85,0,100,50,85,80,70,85,15,40,100,50,60,50,80,15,85,100,85,50,50,85,30,100,100,2,"Female","Asian","Graduate Degree",18,29,0
"1973","City","Country Person",1,"Democrat",100,0,100,0,100,0,85,0,0,0,100,100,0,100,0,100,0,50,0,60,0,100,100,15,0,0,50,NA,100,4,"Female","Black","Less than High School",6,59,1
"1974","Small Town","Small Town Person",1,"Democrat",85,0,85,0,70,0,50,100,85,70,100,70,60,70,50,70,70,100,70,30,50,70,100,70,70,50,50,70,70,4,"Female","Black","Some College",6,42,1
"1975","City","City Person",1,"Democrat",85,0,100,0,100,0,100,70,70,60,85,50,40,50,0,30,50,85,85,40,0,85,100,85,NA,NA,NA,50,100,NA,"Female","Black","Some College",15,67,1
"1976","Rural Area","Country Person",3,"Democrat",70,0,70,0,85,0,100,15,70,85,30,30,15,70,70,40,70,40,70,85,70,100,70,70,50,60,85,70,85,4,"Male","White","Bachelor's Degree",18,63,1
"1977","Suburb","Suburb Person",1,"Democrat",85,15,70,0,70,0,100,15,100,100,85,40,30,50,100,60,70,70,70,60,100,100,100,100,60,60,50,85,85,2,"Female","Hispanic","Bachelor's Degree",22,24,0
"1978",NA,NA,4,"Independent",0,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Female","White","Bachelor's Degree",21,42,0
"1979","City","City Person",2,"Democrat",70,0,85,0,85,0,85,10,80,60,35,50,20,15,70,30,65,50,70,40,70,90,60,80,20,65,55,65,55,2,"Male","White","Graduate Degree",21,41,1
"1980","City","Small Town Person",7,"Republican",50,60,15,60,15,60,NA,85,50,40,50,50,60,60,50,40,50,100,50,85,40,70,30,30,50,70,70,40,40,4,"Female","Hispanic","Some College",5,24,1
"1981",NA,NA,1,"Democrat",100,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Male","White","Some College",4,30,0
"1982","Rural Area","Small Town Person",6,"Republican",15,70,30,85,30,85,50,70,50,30,30,30,70,85,50,40,30,85,50,85,50,60,30,30,15,50,85,40,50,6,"Male","White","Some College",19,65,1
"1983","City","City Person",4,"Independent",50,50,50,0,0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,NA,80,NA,"Female","Hispanic","Less than High School",10,41,0
"1984","Small Town","Small Town Person",4,"Independent",50,50,40,30,40,40,50,45,50,50,50,45,50,50,50,50,50,50,50,65,50,100,50,50,50,50,50,50,50,NA,"Male","White","Bachelor's Degree",15,24,0
"1985","Small Town","Country Person",7,"Republican",60,0,0,0,70,0,50,0,40,0,50,0,0,0,100,0,50,100,70,40,100,50,0,0,0,0,100,75,0,4,"Female","White","Less than High School",10,78,1
"1986","Small Town",NA,1,"Democrat",75,0,85,0,85,0,100,0,100,75,90,0,0,40,100,30,100,40,100,15,100,100,100,100,80,0,15,100,75,1,"Female","White","Bachelor's Degree",17,33,1
"1987","Suburb","Small Town Person",5,"Republican",0,85,15,85,15,85,30,40,50,40,70,40,40,40,50,15,50,85,50,70,40,50,0,15,50,40,NA,60,40,NA,"Male","White","High School",10,35,0
"1988",NA,NA,5,"Republican",5,40,0,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Male","White","Bachelor's Degree",21,42,0
"1989","Small Town","Country Person",7,"Republican",0,100,0,100,0,100,50,60,50,0,60,50,50,50,50,50,20,85,50,70,0,50,0,50,50,50,NA,NA,NA,6,"Male","White","Some College",21,29,1
"1990","Rural Area","Country Person",7,"Republican",0,85,0,100,15,100,50,50,50,15,40,70,100,60,100,0,50,100,50,100,100,85,0,15,0,100,100,0,40,6,"Female","White","Some College",NA,74,1
"1991",NA,NA,4,"Independent",0,0,50,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Male","Hispanic","Some College",10,23,0
"1992","Rural Area","City Person",7,"Republican",0,100,50,100,0,100,70,60,50,50,60,70,50,70,0,60,50,60,50,50,50,60,50,60,50,70,70,60,100,7,"Female","Asian","Bachelor's Degree",14,39,1
"1993","Rural Area","City Person",5,"Republican",60,60,40,75,40,75,80,35,50,80,65,40,80,80,80,85,75,80,75,90,80,85,35,80,NA,NA,NA,NA,NA,4,"Female","White","Bachelor's Degree",NA,69,1
"1994","Rural Area","Suburb Person",1,"Democrat",70,70,85,85,70,70,85,100,70,70,70,70,70,85,70,85,100,100,100,85,70,85,100,85,70,70,80,85,90,4,"Male","Asian","Graduate Degree",13,30,1
"1995","Suburb","Suburb Person",1,"Democrat",50,0,50,0,60,0,100,0,50,50,100,30,0,30,50,15,50,0,50,30,50,100,70,70,NA,40,30,60,60,2,"Male","Other","Bachelor's Degree",18,29,1
"1996","City","City Person",2,"Democrat",85,15,100,0,100,0,85,70,85,85,100,50,50,60,85,15,50,100,85,70,70,85,50,60,50,70,NA,70,70,4,"Female","Hispanic","Some College",17,46,1
"1997","Rural Area","Country Person",6,"Republican",40,70,40,50,50,40,60,50,30,40,70,85,85,70,85,85,50,70,100,100,60,85,60,50,15,70,NA,85,70,4,"Female","White","High School",11,54,1
"1998","Small Town","Small Town Person",1,"Democrat",85,15,85,0,85,15,85,70,70,50,70,70,60,70,70,40,70,70,85,85,50,85,85,50,50,30,70,70,70,4,"Male","White","Bachelor's Degree",17,61,1
"1999","City","Small Town Person",6,"Republican",15,15,60,15,40,15,100,30,40,50,40,30,60,85,50,30,85,85,50,85,30,100,30,30,15,50,85,50,50,5,"Female","White","Graduate Degree",13,39,1
"2000","City","City Person",3,"Democrat",60,15,70,0,85,0,85,30,70,40,85,60,70,70,85,15,40,70,70,70,50,85,40,70,60,85,70,60,70,6,"Male","White","Bachelor's Degree",15,68,1
"2001","Rural Area","Country Person",7,"Republican",0,70,0,100,30,85,70,70,50,30,40,70,100,85,50,50,50,100,85,85,50,85,0,40,0,85,50,50,70,6,"Male","White","Some College",9,73,1
"2002","Suburb","Small Town Person",4,"Independent",40,50,50,0,50,15,50,40,60,40,50,70,40,15,50,15,50,70,50,70,50,50,70,50,50,50,NA,NA,NA,NA,"Female","Hispanic","Some College",15,25,1
"2003","Rural Area","Country Person",5,"Republican",15,85,10,90,0,85,50,40,40,15,60,60,70,60,50,60,60,85,70,85,40,60,0,10,0,50,70,60,60,5,"Female","White","Some College",15,65,1
"2004","Small Town","Suburb Person",4,"Independent",70,0,100,0,60,15,NA,50,70,70,50,40,50,60,70,60,50,60,60,70,70,70,70,70,NA,50,60,60,70,4,"Male","White","Some College",7,25,0
"2005","Suburb","Suburb Person",7,"Republican",15,85,30,85,30,85,70,60,50,15,30,70,85,85,50,40,50,70,60,70,50,60,0,30,30,85,70,40,60,6,"Male","White","Graduate Degree",11,72,1
"2006","Small Town","Small Town Person",7,"Republican",0,85,30,100,15,100,50,50,50,50,70,69,85,85,50,50,50,50,50,100,50,85,0,30,0,50,50,15,70,NA,"Male","White","Some College",17,67,1
"2007","Small Town","Country Person",4,"Independent",50,50,70,0,60,15,50,50,0,50,50,50,50,50,40,50,50,50,50,70,0,70,50,40,NA,NA,50,50,30,4,"Male","Hispanic","High School",5,29,0
"2008",NA,NA,4,"Independent",NA,NA,NA,NA,60,30,100,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,70,85,NA,NA,NA,NA,NA,NA,70,NA,85,NA,NA,NA,"Bachelor's Degree",NA,NA,1
"2009","City","City Person",1,"Democrat",90,0,90,0,95,0,80,10,100,90,95,20,10,20,100,50,100,100,100,30,100,100,85,90,40,30,90,90,99,2,"Male","White","Graduate Degree",21,34,1
"2010","Suburb","Suburb Person",5,"Republican",48,60,60,70,0,60,70,50,50,5,70,40,85,80,60,50,50,100,90,75,50,70,75,20,10,40,80,80,90,6,"Male","White","Bachelor's Degree",18,27,1
"2011","Suburb","Suburb Person",5,"Republican",60,85,40,85,0,100,60,70,60,50,50,50,50,85,50,50,50,100,85,85,40,50,40,85,50,50,NA,NA,NA,4,"Female","White","High School",3,63,1
"2012","City","City Person",1,"Democrat",100,50,100,0,100,0,100,85,70,70,85,85,70,70,85,70,85,85,85,70,85,100,100,85,NA,NA,NA,85,100,NA,"Female","Black","Some College",6,80,1
"2013","Small Town","City Person",2,"Democrat",40,30,70,0,85,0,60,0,60,60,30,40,0,50,85,50,60,30,85,60,60,70,60,60,50,50,15,50,50,4,"Male","White","Some College",3,49,0
"2014","Rural Area","Country Person",6,"Republican",0,85,0,85,0,100,85,100,50,10,60,70,60,85,50,30,0,100,100,90,50,100,0,0,0,70,90,45,10,5,"Female","White","Some College",22,55,1
"2015","Small Town","Suburb Person",3,"Democrat",60,30,85,0,70,0,85,85,85,70,50,50,30,50,50,50,85,85,50,0,0,50,85,70,NA,50,50,50,80,4,"Female","Hispanic","Some College",19,40,0
"2016","Suburb","City Person",6,"Republican",90,25,100,0,100,0,100,NA,50,50,50,40,50,85,85,70,50,60,50,85,100,85,70,50,NA,50,NA,50,85,NA,"Female","White","Some College",15,46,1
"2017","Suburb","Small Town Person",5,"Republican",40,70,60,15,70,15,85,30,15,30,50,50,60,70,0,40,50,85,50,85,0,75,30,15,40,55,75,50,60,4,"Male","White","Graduate Degree",19,76,1
"2018","Rural Area","Small Town Person",7,"Republican",15,100,0,100,60,40,70,30,40,50,30,30,30,70,85,40,50,60,50,70,50,70,30,60,15,40,70,50,70,NA,"Female","White","Some College",1,61,1
"2019","Suburb","Suburb Person",4,"Independent",50,50,40,40,30,0,85,30,70,50,60,40,50,50,70,50,50,30,50,50,50,100,30,85,30,60,50,100,100,4,"Female","White","Graduate Degree",17,37,1
"2020","City","Suburb Person",2,"Democrat",85,15,85,0,100,NA,100,40,85,60,60,40,60,85,70,85,60,85,50,85,70,85,85,85,60,30,70,70,85,5,"Male","White","Bachelor's Degree",14,80,1
"2021","Suburb","Suburb Person",3,"Democrat",35,0,75,0,85,0,85,35,50,70,30,40,40,40,50,30,50,50,50,15,50,100,55,75,55,60,50,75,85,2,"Male","White","Some College",16,39,0
"2022","Small Town","Small Town Person",1,"Democrat",60,15,50,0,60,0,100,15,100,60,70,50,40,100,50,60,85,50,100,40,100,100,100,85,50,50,NA,100,100,2,"Female","White","Graduate Degree",16,64,1
"2023","City","City Person",2,"Democrat",85,30,70,0,85,0,70,60,60,60,85,60,40,40,85,60,50,40,60,40,60,85,70,40,60,40,40,70,70,3,"Male","Hispanic","Some College",2,34,0
"2024","Rural Area","Small Town Person",7,"Republican",0,100,0,85,0,85,NA,85,85,40,50,40,60,85,85,0,85,100,100,100,85,85,50,0,50,50,100,85,85,4,"Female","White","Some College",2,80,1
"2025","City","Small Town Person",6,"Republican",30,50,70,80,60,85,50,50,50,50,15,70,60,85,50,40,50,60,50,100,50,60,15,0,15,60,85,30,30,4,"Male","White","Graduate Degree",21,47,1
"2026",NA,NA,6,"Republican",0,50,0,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Male","White","Graduate Degree",22,39,0
"2027","Small Town","Country Person",5,"Republican",0,30,0,85,15,70,40,60,30,0,40,50,85,70,50,40,40,100,70,85,40,50,0,15,15,85,100,30,50,6,"Male","White","Some College",19,74,1
"2028","Suburb","City Person",1,"Democrat",85,70,80,40,50,0,85,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,100,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,80,NA,"Male","Black","High School",15,62,1
"2029","City","Small Town Person",6,"Republican",50,70,50,70,15,70,50,70,50,15,50,50,85,70,50,50,50,100,70,60,0,50,50,30,30,NA,NA,50,70,5,"Female","White","Some College",13,58,1
"2030","Rural Area","City Person",6,"Republican",0,60,0,70,0,60,60,100,0,0,0,60,100,100,0,60,0,100,100,100,0,60,0,0,0,85,100,0,60,7,"Male","White","Some College",10,67,1
"2031","Rural Area","Suburb Person",1,"Democrat",85,30,100,0,100,0,100,30,70,60,70,60,40,70,70,60,50,50,50,60,50,100,85,70,50,60,50,85,70,4,"Male","White","Bachelor's Degree",10,77,1
"2032","Small Town","Small Town Person",7,"Republican",15,85,15,85,15,70,30,50,30,30,60,50,70,70,70,60,40,85,60,85,70,50,15,40,15,60,85,50,50,6,"Female","White","Some College",9,42,1
"2033","Rural Area","Country Person",5,"Republican",30,70,30,85,30,70,40,85,30,40,50,40,70,40,40,40,40,100,85,85,50,50,15,40,40,NA,70,NA,60,6,"Female","White","High School",22,53,1
"2034","Suburb","City Person",6,"Republican",70,15,85,0,85,0,95,40,40,60,50,30,60,60,50,40,50,40,50,60,50,85,40,50,15,60,60,70,85,4,"Male","White","Graduate Degree",21,65,1
"2035","City","Suburb Person",5,"Republican",0,40,0,30,40,30,100,40,60,40,40,60,60,60,50,40,50,60,100,60,50,100,40,60,15,100,50,60,70,5,"Female","White","Bachelor's Degree",9,49,1
"2036","Suburb","Small Town Person",5,"Republican",NA,50,0,70,0,75,30,100,0,10,0,90,90,80,100,30,100,100,100,70,60,70,60,0,0,50,100,80,30,6,"Male","White","Less than High School",17,39,0
"2037","City","Suburb Person",7,"Republican",0,85,0,85,15,85,70,60,45,60,50,55,55,85,70,75,85,85,85,85,40,70,35,50,25,65,80,55,80,6,"Male","White","Bachelor's Degree",5,69,1
"2038","City","Suburb Person",1,"Democrat",85,15,100,0,85,0,100,50,50,50,50,0,0,60,50,60,15,85,80,0,15,70,100,50,NA,NA,50,70,85,NA,"Female","Black","Some College",2,58,1
"2039","Small Town","Small Town Person",4,"Independent",0,60,0,70,0,100,20,40,95,20,60,85,60,70,65,10,65,60,95,100,75,80,0,0,0,95,100,0,90,5,"Female","White","Graduate Degree",21,77,1
"2040","City","City Person",7,"Republican",15,85,0,100,0,95,0,70,60,0,50,90,95,85,85,30,85,85,85,95,85,60,0,0,0,95,85,40,40,6,"Male","White","Some College",22,45,0
"2041",NA,NA,5,"Republican",30,70,15,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Male","White","Bachelor's Degree",21,39,0
"2042","City","City Person",4,"Independent",50,40,50,0,60,0,100,70,70,50,60,70,50,70,50,60,50,100,50,85,50,100,40,60,60,NA,NA,100,70,4,"Male","Asian","Some College",10,42,1
"2043","Rural Area","Small Town Person",5,"Republican",50,50,20,NA,0,60,50,100,30,10,80,20,70,50,50,60,50,100,50,70,50,50,20,70,NA,50,NA,70,50,4,"Female","White","Some College",1,41,1
"2044","City","City Person",3,"Democrat",100,0,70,0,90,0,100,0,100,100,80,0,0,70,100,70,0,50,70,70,90,70,80,80,NA,60,NA,80,70,4,"Female","Native American","Some College",1,49,0
"2045","City","City Person",3,"Democrat",45,30,85,0,90,0,90,30,70,50,40,50,30,50,50,40,70,80,70,40,50,90,60,65,50,50,40,70,60,3,"Female","White","Graduate Degree",21,39,1
"2046","Suburb","Small Town Person",5,"Republican",15,70,NA,85,30,85,60,70,40,60,40,70,70,70,60,60,60,85,70,85,60,85,40,60,60,70,70,70,70,6,"Female","White","Bachelor's Degree",5,75,1
"2047","Suburb","City Person",1,"Democrat",70,30,70,0,70,0,100,0,60,85,85,60,NA,85,85,50,85,50,85,85,50,85,60,85,70,70,50,70,60,2,"Female","White","Graduate Degree",21,52,1
"2048","Small Town","Suburb Person",1,"Democrat",60,15,70,0,70,0,100,15,60,85,60,30,40,60,50,15,50,15,50,60,60,85,60,85,50,40,50,70,60,2,"Male","White","Graduate Degree",10,71,1
"2049","City","City Person",1,"Democrat",100,0,85,0,100,0,100,50,50,70,50,50,15,70,85,30,50,50,50,85,40,100,100,85,50,NA,30,100,100,4,"Female","White","Graduate Degree",19,61,1
"2050","City","City Person",1,"Democrat",85,50,85,0,70,0,100,50,60,85,70,40,50,60,70,40,60,60,70,85,60,100,70,85,60,60,70,85,85,2,"Female","White","Graduate Degree",17,80,1
"2051","Suburb","Suburb Person",7,"Republican",30,85,0,85,0,100,40,50,100,15,100,30,60,70,85,30,30,100,100,85,85,100,60,60,0,70,100,100,85,3,"Male","White","High School",15,59,1
"2052","City","Suburb Person",1,"Democrat",70,0,85,0,70,0,100,0,85,80,85,30,30,40,90,30,60,15,85,30,85,90,90,90,60,50,70,85,90,2,"Male","White","Graduate Degree",1,68,1
"2053","Suburb","Suburb Person",4,"Independent",60,15,85,0,95,0,100,10,50,40,35,40,40,40,50,25,50,50,50,60,50,100,55,60,25,70,NA,60,90,4,"Female","White","High School",22,50,1
"2054","Suburb","Small Town Person",1,"Democrat",85,0,90,0,85,0,100,0,100,85,85,0,0,40,100,70,100,40,100,40,100,100,100,85,85,15,30,100,85,2,"Female","White","Bachelor's Degree",10,67,1
"2055","Suburb","City Person",3,"Democrat",75,65,65,0,60,30,100,60,60,65,50,70,40,55,50,55,60,60,70,60,60,100,60,50,65,60,5,80,80,3,"Female","Asian","Graduate Degree",1,27,0
"2056","City",NA,3,"Democrat",70,0,70,0,60,0,100,0,100,85,85,0,15,15,100,40,50,50,100,0,100,100,100,85,70,15,30,85,100,2,"Male","Other","Graduate Degree",9,28,1
"2057","Suburb","Suburb Person",2,"Democrat",0,85,70,0,100,0,40,40,50,70,70,30,30,50,85,50,40,50,70,60,60,60,30,60,60,0,NA,NA,40,3,"Male","White","High School",16,67,1
"2058","Small Town","Small Town Person",1,"Democrat",85,15,100,0,100,0,100,40,85,85,70,50,40,40,70,85,85,85,70,100,85,70,60,85,70,40,70,70,70,3,"Female","White","Some College",15,66,1
"2059","Small Town","Small Town Person",6,"Republican",0,100,0,100,0,100,50,100,85,50,0,100,85,100,100,60,100,100,100,100,100,50,0,30,0,70,100,0,100,4,"Female","White","Some College",1,42,0
"2060","Small Town","Small Town Person",1,"Democrat",70,30,85,5,85,15,75,70,50,70,85,50,50,70,50,85,50,100,100,70,50,85,85,85,40,15,50,75,75,NA,"Female","Hispanic","High School",5,62,1
"2061","Suburb","Suburb Person",1,"Democrat",70,30,70,0,70,0,100,30,50,50,50,50,35,60,100,50,100,50,70,75,75,80,50,70,50,50,50,50,65,2,"Female","Hispanic","Graduate Degree",11,37,1
"2062","Suburb","Suburb Person",1,"Democrat",85,5,85,0,100,0,100,30,90,90,50,40,50,40,90,60,90,90,90,85,90,100,90,80,70,50,90,90,90,1,"Male","White","Graduate Degree",NA,47,1
"2063",NA,NA,7,"Republican",0,87,0,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Male","White","Some College",17,52,0
"2064","Rural Area","Small Town Person",5,"Republican",45,50,40,60,80,20,95,50,85,60,65,80,80,80,90,50,70,65,90,85,50,90,60,80,55,60,90,70,85,6,"Female","White","Bachelor's Degree",18,58,1
"2065","City","Suburb Person",7,"Republican",0,85,0,85,15,85,40,85,30,30,50,70,85,70,70,15,30,85,85,85,30,60,0,0,0,85,85,0,50,6,"Male","White","Graduate Degree",1,73,1
"2066","City","Suburb Person",6,"Republican",15,70,15,70,30,70,70,70,70,40,10,40,70,100,70,70,50,100,100,70,70,85,30,40,30,60,70,70,40,6,"Female","White","Some College",16,75,1
"2067","City","Suburb Person",2,"Democrat",70,0,85,0,85,0,100,30,60,85,40,40,40,60,85,40,50,60,50,70,85,85,85,70,50,50,50,70,85,4,"Female","Other","Bachelor's Degree",11,51,1
"2068","Small Town","Small Town Person",6,"Republican",15,60,0,85,0,85,0,50,50,30,50,50,50,60,60,50,50,50,50,60,40,50,60,40,15,50,50,30,15,4,"Female","Hispanic","Some College",1,24,0
"2069","Suburb","Small Town Person",4,"Independent",60,40,100,0,85,0,100,60,60,60,60,60,60,70,60,40,60,85,100,85,70,85,85,60,40,50,85,100,100,4,"Female","White","Some College",16,71,1
"2070","City","City Person",5,"Republican",30,85,0,100,0,100,5,50,30,40,15,40,90,50,20,40,50,70,50,90,30,60,0,20,50,40,85,10,50,6,"Male","Asian","Graduate Degree",18,68,1
"2071","Suburb","Suburb Person",7,"Republican",15,70,30,85,30,85,60,70,50,40,50,70,70,70,50,30,70,70,70,85,NA,70,15,40,15,70,70,50,70,6,"Female","White","Bachelor's Degree",NA,NA,1
"2072","Rural Area","Small Town Person",3,"Democrat",70,50,100,0,100,0,100,15,100,85,70,15,30,40,50,70,50,50,50,60,50,99,85,75,40,70,70,80,85,4,"Female","White","Some College",NA,61,1
"2073","Small Town","Country Person",7,"Republican",50,85,50,100,40,85,60,85,60,50,50,60,85,15,0,30,40,100,100,100,30,70,0,15,15,60,70,60,85,6,"Male","White","High School",1,65,0
"2074","Suburb","Suburb Person",7,"Republican",0,85,0,100,40,85,70,50,50,30,70,60,85,85,70,40,70,70,70,85,70,85,50,0,0,85,NA,40,85,6,"Female","White","Less than High School",5,80,1
"2075","City","City Person",2,"Democrat",50,15,70,0,50,0,80,50,50,50,15,50,50,50,50,40,50,50,50,50,50,60,50,50,50,50,NA,60,60,NA,"Male","White","High School",11,40,0
"2076","City","City Person",4,"Independent",60,30,70,0,85,0,100,30,85,60,50,50,60,70,85,70,60,85,85,85,85,85,60,70,60,40,NA,85,85,4,"Female","White","Some College",11,57,0
"2077","Rural Area","Country Person",4,"Independent",0,60,0,70,0,85,30,85,15,15,50,40,60,50,50,30,30,85,70,85,15,50,15,40,50,40,60,NA,40,6,"Female","White","High School",5,50,1
"2078","Rural Area","Country Person",5,"Republican",60,70,30,70,50,70,85,50,50,30,60,0,60,60,0,50,0,70,60,NA,0,70,0,40,30,50,85,50,60,NA,"Male","White","Less than High School",2,80,1
"2079","Suburb","Suburb Person",1,"Democrat",NA,30,100,0,100,0,100,NA,85,85,40,85,NA,100,85,60,85,50,85,70,85,100,100,85,30,85,85,85,85,4,"Male","White","Bachelor's Degree",22,75,1
"2080","Small Town","Country Person",2,"Democrat",50,50,85,0,95,0,85,15,70,70,70,40,30,75,100,50,85,50,100,70,100,85,15,65,60,25,85,85,100,3,"Female","Other","Some College",13,30,1
"2081","Suburb","City Person",7,"Republican",0,60,0,NA,0,100,0,90,90,0,0,70,100,100,80,0,50,90,100,100,80,50,0,0,0,80,85,40,50,6,"Male","White","Some College",19,65,1
"2082","City","City Person",1,"Democrat",60,0,60,0,60,0,85,0,100,60,85,15,0,40,100,30,85,30,100,15,100,85,100,70,70,15,60,70,70,1,"Male","White","Some College",22,46,1
"2083","Suburb","Suburb Person",1,"Democrat",70,0,70,0,85,15,85,50,60,85,85,0,15,60,50,15,85,85,60,30,60,70,60,60,85,0,0,60,70,3,"Male","Black","Some College",15,44,0
"2084","City","City Person",1,"Democrat",75,5,70,0,70,0,100,15,100,85,50,35,0,15,100,70,100,50,100,70,100,100,70,70,60,35,35,100,100,2,"Female","White","Graduate Degree",22,35,1
"2085","Small Town","Country Person",1,"Democrat",85,0,85,0,86,0,100,15,100,100,70,40,15,30,100,60,70,40,100,60,60,85,85,70,85,40,60,85,100,1,"Female","White","Bachelor's Degree",11,80,1
"2086","Small Town","Suburb Person",4,"Independent",50,50,60,90,NA,90,80,50,100,100,100,100,50,50,100,50,50,50,50,100,100,100,50,100,50,50,50,100,100,4,"Male","White","High School",8,48,0
"2087","Rural Area","Country Person",7,"Republican",0,100,0,100,0,100,50,85,40,0,40,40,100,60,0,60,30,100,100,100,15,85,0,70,100,0,100,70,100,7,"Female","White","Some College",16,39,1
"2088","Small Town","Country Person",6,"Republican",15,85,15,85,0,70,10,50,45,0,70,45,15,60,75,40,50,50,50,100,50,85,0,40,15,0,NA,50,60,5,"Female","White","Some College",9,35,1
"2089","Rural Area","Small Town Person",7,"Republican",30,85,0,85,30,70,30,60,60,60,85,75,85,70,100,0,85,85,85,85,100,85,25,50,15,85,100,40,50,3,"Female","White",NA,19,31,1
"2090","Suburb","Suburb Person",6,"Republican",5,90,0,95,5,90,65,75,20,15,10,65,95,30,70,60,70,80,85,95,60,70,0,20,0,90,90,5,65,6,"Male","White","Bachelor's Degree",15,31,1
"2091","City","City Person",2,"Democrat",40,40,30,60,60,10,50,50,90,35,40,15,35,40,0,30,50,35,15,65,50,65,85,0,30,15,15,NA,70,4,"Male","Other","High School",3,25,1
"2092","Rural Area","Country Person",6,"Republican",40,60,30,70,30,85,50,100,30,50,50,50,0,50,100,30,100,100,100,85,100,100,40,0,0,60,100,30,30,5,"Female","White","Graduate Degree",2,30,1
